CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPrelevement;CoordXPrel;CoordYPrel;ProjectPrel;LibelléProjection;CdSupport;LbSupport;CdMethode;NomLongMethodePrel;DatePrel;HeurePrel;DateFinPrel;HeureFinPrel;CdZoneVerticaleProspectee;MnémoZoneVerticaleProspectée;ProfondeurPrel;CdDifficultePrel;MnemoDifficultePrel;CdAccredPrel;MnemoAccredPrel;AgrePrel;CdFinalitePrel;LbFinalitePrel;CommentairesPrel;CdRdd;NomRdd;CdProducteurPrelevement;NomProducteurPrelevement;CdPreleveur;NomPreleveur
"07003160";"Rivière Beaugendre à VIEUX-HABITANTS";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-11-28;07:00:00;2022-11-28;07:00:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"700000011";;"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07003160";"Rivière Beaugendre à VIEUX-HABITANTS";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-12-19;07:00:00;2022-12-19;07:00:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"700000011";;"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07008015";"Grande Rivière de Capesterre à CAPESTERRE-BELLE-EAU";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-05-03;07:57:00;2022-05-03;07:57:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07008015";"Grande Rivière de Capesterre à CAPESTERRE-BELLE-EAU";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-07-26;07:00:00;2022-07-26;07:00:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07008015";"Grande Rivière de Capesterre à CAPESTERRE-BELLE-EAU";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-12-08;10:35:00;2022-12-08;10:35:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07008015";"Grande Rivière de Capesterre à CAPESTERRE-BELLE-EAU";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-12-22;10:50:00;2022-12-22;10:50:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07008185";"Grande Rivière de Capesterre à CAPESTERRE-BELLE-EAU";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-04-13;08:40:00;2022-04-13;08:40:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"700000011";;"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07008185";"Grande Rivière de Capesterre à CAPESTERRE-BELLE-EAU";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-05-03;07:31:00;2022-05-03;07:31:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"700000011";;"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07008185";"Grande Rivière de Capesterre à CAPESTERRE-BELLE-EAU";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-06-23;09:45:00;2022-06-23;09:45:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"700000011";;"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07008185";"Grande Rivière de Capesterre à CAPESTERRE-BELLE-EAU";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-07-26;07:25:00;2022-07-26;07:25:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"700000011";;"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07008185";"Grande Rivière de Capesterre à CAPESTERRE-BELLE-EAU";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-12-08;09:25:00;2022-12-08;09:25:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"700000011";;"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07008185";"Grande Rivière de Capesterre à CAPESTERRE-BELLE-EAU";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-12-22;09:30:00;2022-12-22;09:30:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"700000011";;"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07009010";"Rivière du Grand Carbet à CAPESTERRE-BELLE-EAU";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-05-03;08:22:00;2022-05-03;08:22:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07009010";"Rivière du Grand Carbet à CAPESTERRE-BELLE-EAU";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-07-26;08:12:00;2022-07-26;08:12:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07009010";"Rivière du Grand Carbet à CAPESTERRE-BELLE-EAU";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-12-06;07:15:00;2022-12-06;07:15:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07009010";"Rivière du Grand Carbet à CAPESTERRE-BELLE-EAU";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-12-22;06:45:00;2022-12-22;06:45:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07012120";"Rivière Bras David à PETIT-BOURG";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-04-26;08:08:00;2022-04-26;08:08:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07012120";"Rivière Bras David à PETIT-BOURG";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-07-19;07:45:00;2022-07-19;07:45:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07012120";"Rivière Bras David à PETIT-BOURG";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-12-08;07:50:00;2022-12-08;07:50:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07012120";"Rivière Bras David à PETIT-BOURG";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-12-19;12:15:00;2022-12-19;12:15:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07012220";"Rivière Bras David à PETIT-BOURG";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-04-26;07:41:00;2022-04-26;07:41:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07012220";"Rivière Bras David à PETIT-BOURG";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-07-19;07:20:00;2022-07-19;07:20:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07012220";"Rivière Bras David à PETIT-BOURG";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-12-08;07:05:00;2022-12-08;07:05:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07012220";"Rivière Bras David à PETIT-BOURG";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-12-19;11:40:00;2022-12-19;11:40:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07015001";"Rivière Ferry à DESHAIES";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-04-27;08:25:00;2022-04-27;08:25:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"700000011";;"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07015001";"Rivière Ferry à DESHAIES";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-07-20;08:15:00;2022-07-20;08:15:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"700000011";;"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07015001";"Rivière Ferry à DESHAIES";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-11-30;08:50:00;2022-11-30;08:50:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"700000011";;"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07015001";"Rivière Ferry à DESHAIES";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-12-14;08:15:00;2022-12-14;08:15:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"700000011";;"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07016001";"Rivière le Galion à BASSE-TERRE";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-05-02;08:16:00;2022-05-02;08:16:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07016001";"Rivière le Galion à BASSE-TERRE";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-05-02;08:18:00;2022-05-02;08:18:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07016001";"Rivière le Galion à BASSE-TERRE";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-07-25;08:11:00;2022-07-25;08:11:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07016001";"Rivière le Galion à BASSE-TERRE";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-12-01;08:10:00;2022-12-01;08:10:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07016001";"Rivière le Galion à BASSE-TERRE";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-12-20;07:50:00;2022-12-20;07:50:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07017005";"Rivière Grande Anse à TROIS-RIVIÈRES";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-05-02;09:12:00;2022-05-02;09:12:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"700000011";;"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07017005";"Rivière Grande Anse à TROIS-RIVIÈRES";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-07-25;09:01:00;2022-07-25;09:01:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"700000011";;"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07017005";"Rivière Grande Anse à TROIS-RIVIÈRES";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-12-01;10:20:00;2022-12-01;10:20:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"700000011";;"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07017005";"Rivière Grande Anse à TROIS-RIVIÈRES";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-12-20;09:50:00;2022-12-20;09:50:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"700000011";;"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07017650";"Rivière Grande Anse à TROIS-RIVIÈRES";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-05-02;08:42:00;2022-05-02;08:42:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07017650";"Rivière Grande Anse à TROIS-RIVIÈRES";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-07-25;08:42:00;2022-07-25;08:42:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
"07017650";"Rivière Grande Anse à TROIS-RIVIÈRES";"RAS";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"286";"Prélèvement d'eau par flacon à ouverture permanente sans transvasement";2022-12-01;08:55:00;2022-12-01;08:55:00;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";"RAS";"0700000010/0700000011";"Contrôle de surveillance des cours d’eau du bassin Guadeloupe/Contrôle de surveillance des eaux côtières du bassin Guadeloupe";"20000438000032";"OFFICE DE L'EAU GUADELOUPE";"90186554300010";"OF CONSULTING (OFC)"
